page_likes,category,post_month,post_weekday,post_hour,paid,total_reach,total_impressions,engaged_users,post_consumers,post_consumptions,fan_impressions,fan_reach,fan_engaged,engagement_rate,is_weekend,log_total_reach,log_total_impressions,log_fan_reach,log_fan_impressions,log_engaged_users,log_page_likes,type_Photo,type_Status,type_Video,log_total_interactions
128032,1,7,6,3,0,7232,12735,758,700,1236,8855,4712,471,0.104812,1,8.886409166849282,9.452187908084165,8.45807992692373,9.088850474388472,6.63200177739563,11.760043322173823,1,0,0,4.624972813284271
128032,2,7,5,10,0,10188,16978,1473,1441,2136,14450,8536,1395,0.144582,0,9.229063985974285,9.739732565316011,9.052164937010307,9.57851889529833,7.295735072749282,11.760043322173823,0,1,0,4.477336814478207
128032,1,7,5,3,0,6408,11881,909,861,14974,7243,4040,490,0.141854,0,8.765458531504226,9.382779928915687,8.304247465078474,8.887928819003305,6.813444599510896,11.760043322173823,1,0,0,5.278114659230517
128032,1,7,4,9,1,3414,6050,515,493,710,5005,2704,340,0.150849,0,8.13593277200489,8.707978826622321,7.902857191280582,8.518392471991719,6.246106765481563,11.760043322173823,1,0,0,3.9889840465642745
128032,2,7,4,5,1,53056,65260,2003,1412,2089,23679,17104,975,0.037753,0,10.879122086326996,11.086149893352006,9.747126097411705,10.072386088997941,7.602900462204755,11.760043322173823,1,0,0,6.594413459749778
128032,1,7,3,10,1,66976,111502,1191,1054,1641,40203,19968,708,0.017782,0,11.112104555855717,11.62180677534995,9.90193635004339,10.60172177214463,7.083387847625295,11.760043322173823,1,0,0,5.598421958998375
127082,1,7,3,3,1,76096,94644,2889,2495,4596,31096,19744,1276,0.037965,0,11.239764121259313,11.457888329040319,9.89065557372075,10.34486663049196,7.969011781106478,11.75259569528139,1,0,0,6.376726947898627
126424,3,7,4,12,0,5458,9098,1007,933,1181,5307,3204,537,0.1845,0,8.605020901781758,9.11591979635669,8.07246736935477,8.576970395452099,6.915723448631314,11.747404525948184,1,0,0,5.147494476813453
126424,2,7,4,3,0,3706,6194,895,884,1173,4700,2726,493,0.2415,0,8.217978203150732,8.731497794063243,7.910957382845589,8.45553053102413,6.79794041297493,11.747404525948184,1,0,0,4.276666119016055
126424,2,7,3,13,0,18320,31448,3742,3682,7854,25584,14920,3300,0.204258,0,9.815803221891244,10.356122465120682,9.610524895640422,10.149761521239192,8.22764270790443,11.747404525948184,0,1,0,5.003946305945459
126424,3,7,3,4,1,2316,3611,722,716,862,2545,1529,372,0.311744,0,7.748028524432376,8.192016914536875,7.333023014386481,7.842278779117352,6.583409222158765,11.747404525948184,1,0,0,3.4339872044851463
126424,1,6,2,13,0,139008,277100,1779,1643,2356,107502,38720,1008,0.012798,0,11.842293958218193,12.532137339650044,10.564137367503298,11.585274033137207,7.484368643286131,11.747404525948184,0,0,1,5.605802066295998
126345,1,6,2,9,1,5854,11854,1043,947,19779,5901,2894,583,0.178169,0,8.675051276031818,9.380504998499505,7.970740390007095,8.683046555502886,6.950814768442584,11.746779454222612,1,0,0,5.389071729816501
126345,1,6,2,3,0,109056,191324,2552,2457,4906,48765,25024,1353,0.023401,0,11.599625960307831,12.161728831678122,10.127630604183421,10.794788627706676,7.845024417241484,11.746779454222612,1,0,0,5.272999558563747
126345,2,6,1,12,0,3212,4908,735,720,897,3399,2162,375,0.228829,0,8.074960359115858,8.498825534058053,7.679251425953058,8.131530710604252,6.601230118728877,11.746779454222612,1,0,0,3.912023005428146
126345,2,6,1,4,0,3046,4909,909,872,1147,3559,2126,477,0.298424,0,8.021912778985708,8.499029220788566,7.6624678152002375,8.177515823846075,6.813444599510896,11.746779454222612,1,0,0,4.499809670330265
126345,2,6,7,11,0,12044,20327,2240,2193,3599,17717,10400,2119,0.185985,1,9.396404915048972,9.919754525,9.249657234353133,9.782336350971978,7.714677473800927,11.746779454222612,0,1,0,4.770684624465665
126141,1,6,7,4,1,9652,16968,1400,1381,2801,15917,8972,1035,0.145048,1,9.175024026848615,9.739143428972826,9.101975347298058,9.675205823365795,7.244941546337007,11.74516353549071,1,0,0,3.6888794541139363
126141,1,6,6,12,0,28112,47721,1631,1537,2438,41207,23440,1225,0.058018,1,10.243987381791934,10.773147786481971,10.062241904896988,10.626387691245421,7.397561535524052,11.74516353549071,1,0,0,5.030437921392435
126141,2,6,6,4,0,8628,14847,870,843,1692,11970,6796,774,0.100834,1,9.062883902508307,9.605620455025981,8.824236617346639,9.39024233725137,6.769641976852503,11.74516353549071,0,1,0,4.553876891600541
126141,1,6,5,11,1,2431,4180,389,383,7980,3963,2301,342,0.160016,0,7.796469243086058,8.338305731356565,7.741533589281828,8.285008895449879,5.966146739123692,11.74516353549071,1,0,0,2.9444389791664403
126141,1,6,4,22,1,20560,24112,936,860,1126,5648,3856,460,0.045525,0,9.931151356518601,10.090506393131704,8.257644958208228,8.639233817325263,6.842683282238422,11.74516353549071,1,0,0,4.836281906951478
126141,1,6,4,12,0,20896,29062,1418,1038,2048,19738,13656,998,0.06786,0,9.947360886980098,10.277221166482795,9.522007489678424,9.890351653142988,7.257707677160043,11.74516353549071,1,0,0,6.406879986069314
125612,1,6,4,11,0,2402,4072,170,145,286,3147,1794,137,0.070774,0,7.784473235736469,8.312135107648412,7.492760300922379,8.054522609537294,5.14166355650266,11.740961030844863,1,0,0,4.219507705176107
125612,1,6,4,7,0,1729,3289,596,591,735,2888,1406,340,0.344708,0,7.455876687491824,8.098642843759418,7.249215057114389,7.968665700466235,6.391917113392602,11.740961030844863,1,0,0,3.258096538021482
125612,2,6,4,3,0,4320,7127,753,681,1021,4569,2782,459,0.174306,0,8.371242135931933,8.871785969150645,7.931284761525891,8.42726848388825,6.625392368007956,11.740961030844863,1,0,0,5.153291594497779
125612,1,6,3,11,0,2585,4410,569,560,781,3802,2144,348,0.220116,0,7.857867559331803,8.39185670010494,7.6708948313621175,8.24354550792826,6.345636360828596,11.740961030844863,1,0,0,3.2188758248682006
125612,2,6,3,3,0,3322,5969,610,569,852,4111,2236,375,0.183624,0,8.108623268354595,8.694502206386648,7.71289096149013,8.321664807135,6.415096959171596,11.740961030844863,1,0,0,4.564348191467836
125612,1,6,2,13,0,3600,5807,691,656,913,3351,2110,436,0.191944,0,8.188966863648876,8.666991556504632,7.65491704784832,8.117312461601975,6.539585955617669,11.740961030844863,1,0,0,4.543294782270004
125612,1,6,2,2,0,11620,21564,1160,1138,2042,20024,10568,920,0.099828,0,9.360569085222874,9.978826909081944,9.265680467009346,9.90473677193656,7.057036981697891,11.740961030844863,1,0,0,4.204692619390966
125612,3,6,1,14,0,4248,7004,724,671,920,5063,3114,501,0.170433,0,8.354438940114811,8.854379458771108,8.043984431221553,8.529911963824013,6.586171654854675,11.740961030844863,1,0,0,4.770684624465665
125612,3,6,1,3,0,2763,4388,564,523,650,3519,2124,375,0.204126,0,7.92443418488756,8.386856689688234,7.661527081358517,8.166216268592143,6.336825731146441,11.740961030844863,1,0,0,4.290459441148391
125612,2,6,7,11,0,3558,5396,621,568,775,3708,2392,403,0.174536,1,8.177234885510194,8.593598522618644,7.780303087908373,8.21851757748959,6.432940092739179,11.740961030844863,1,0,0,4.553876891600541
124940,1,6,7,4,0,8324,14480,840,834,1388,13786,7736,662,0.100913,1,9.027018314848645,9.580592724328602,8.953769294549454,9.531481398171628,6.734591659972948,11.735596904857374,1,0,0,2.772588722239781
124940,2,6,6,9,0,6952,11469,909,779,1229,7431,4292,646,0.130754,1,8.846928500099018,9.347490210123416,8.36474106822456,8.913550280493675,6.813444599510896,11.735596904857374,1,0,0,5.655991810819852
124940,3,6,6,2,1,2823,4955,552,503,622,3579,1966,348,0.195537,1,7.945909598613133,8.508354242749032,7.584264818389059,8.183118079394745,6.315358001522335,11.735596904857374,1,0,0,4.499809670330265
124940,1,6,5,13,1,63840,102620,1382,1229,1871,32470,16480,760,0.021648,0,11.06415089616141,11.538797869137621,9.70996348123418,10.388102662282032,7.232010331664759,11.735596904857374,1,0,0,5.459585514144159
124940,3,6,5,3,1,11608,15323,985,705,940,8419,5840,594,0.084855,0,9.359535938338036,9.63717550582054,8.67265729404031,9.038365107236372,6.893656354602635,11.735596904857374,1,0,0,5.8971538676367405
124940,1,6,4,12,0,58304,80871,884,715,1034,2289,1408,340,0.015162,0,10.973443131954433,11.300622936833893,7.25063551189868,7.736307096548285,6.785587645007929,11.735596904857374,1,0,0,5.049856007249537
124940,3,6,4,2,0,4762,8303,842,725,1014,6086,3494,569,0.176816,0,8.46863300080086,9.024492605405669,8.15908865466791,8.713910628493924,6.736966958001855,11.735596904857374,1,0,0,5.476463551931511
124940,2,6,3,13,0,6150,10217,750,676,969,6253,3742,445,0.121951,0,8.724369949208368,9.231906149890744,8.22764270790443,8.740976538017787,6.621405651764134,11.735596904857374,1,0,0,5.241747015059643
124940,3,6,3,3,1,4644,8178,768,683,1000,5651,3144,506,0.165375,0,8.443546651247939,9.009325172734973,8.05356916913454,8.639764743804419,6.645090969505644,11.735596904857374,1,0,0,5.220355825078324
124940,3,6,2,13,0,22464,29650,1029,934,1408,9376,6864,546,0.045807,0,10.01971382150426,10.297251130669952,8.834191318202071,9.146015161419625,6.937314081223682,11.735596904857374,1,0,0,5.099866427824199
124940,3,6,2,3,0,3754,6295,791,730,1072,4343,2590,482,0.210709,0,8.230843564198235,8.74766979009724,7.85979918056211,8.37655086161377,6.674561391814426,11.735596904857374,1,0,0,4.912654885736052
124940,1,6,1,13,0,4452,7998,666,658,948,7037,3768,397,0.149596,0,8.401333305321703,8.987071812848821,8.234564993267135,8.85907931788153,6.502790045915623,11.735596904857374,1,0,0,3.258096538021482
124940,3,6,1,3,0,3576,5525,664,618,870,4229,2672,403,0.185682,0,8.182279739259018,8.617219505483362,7.890956716138919,8.349957272040324,6.499787040655854,11.735596904857374,1,0,0,4.605170185988092
124940,3,6,7,10,0,3028,4794,579,548,740,3574,2184,349,0.191215,1,8.015987811027237,8.475328987317539,7.68937110752969,8.181720455128108,6.363028103540465,11.735596904857374,1,0,0,4.30406509320417
124940,3,6,7,3,1,4022,6503,647,616,995,5416,3312,423,0.160865,1,8.299783171949787,8.780172651227646,8.105609402299896,8.597297435657898,6.473890696352274,11.735596904857374,1,0,0,4.418840607796598
124940,1,6,6,12,1,52736,73584,1635,1622,2824,18580,10144,876,0.031003,1,10.873072575468,11.206196479598214,9.224736252259914,9.829894832232755,7.400009517162692,11.735596904857374,1,0,0,3.367295829986474
124940,3,6,6,4,0,47376,70212,1557,1426,2051,22710,13344,697,0.032865,1,10.76589215785248,11.159288758054428,9.498897061838624,10.030604667595593,7.351158226430694,11.735596904857374,1,0,0,5.389071729816501
123047,3,6,5,12,0,3234,5113,756,724,937,3476,2174,347,0.233766,0,8.081784206935001,8.539737155851132,7.684783943522785,8.153925132007862,6.6293632534374485,11.720329802131646,1,0,0,4.330733340286331
123047,2,6,5,3,0,3322,5553,702,656,863,3484,1968,328,0.211318,0,8.108623268354595,8.622273667866745,7.585281078639126,8.156223323194624,6.555356891810665,11.720329802131646,1,0,0,4.51085950651685
123047,3,6,4,13,0,6768,11525,768,672,930,7048,4012,408,0.113475,0,8.820108644508608,9.352360631996612,8.297294370266917,8.860641041773876,6.645090969505644,11.720329802131646,1,0,0,5.424950017481403
123047,2,6,4,5,1,11304,20647,1141,1065,1874,14792,7800,732,0.100938,0,9.33300038471207,9.93537374139845,8.962007209588313,9.601909374892236,7.040536390215956,11.720329802131646,1,0,0,5.4638318050256105
123047,1,6,3,11,0,13544,18474,759,733,1082,7326,4120,408,0.05604,0,9.513772754519195,9.824173745816402,8.323851131338817,8.899321434159964,6.633318433280377,11.720329802131646,1,0,0,3.7376696182833684
123047,3,6,2,13,0,3418,5659,581,546,770,4491,2620,327,0.169982,0,8.137103389639302,8.641179171197228,7.8713112033234065,8.410053315858335,6.366470447731438,11.720329802131646,1,0,0,4.0943445622221
123047,3,6,2,5,1,3662,6476,560,522,677,4930,2660,319,0.152922,0,8.206037762778815,8.776012719182917,7.886457270977689,8.503297086224126,6.329720905522696,11.720329802131646,1,0,0,4.430816798843313
123047,3,6,1,10,0,56672,104966,2579,1334,1850,78678,37408,1831,0.045507,0,10.945053185824962,11.56140129402727,10.529666596164281,11.273131562712008,7.855544677915663,11.720329802131646,1,0,0,7.272398392570047
123047,3,6,1,3,1,3294,5499,526,488,599,4658,2710,305,0.159684,0,8.100161446936607,8.612503371220562,7.905072849498666,8.446556111816797,6.267200548541362,11.720329802131646,1,0,0,4.189654742026425
121540,3,6,1,3,0,3110,5405,732,712,892,4605,2540,342,0.23537,0,8.042699496897637,8.595264726836392,7.840312983320164,8.43511508038063,6.597145701886651,11.708006933399451,1,0,0,3.828641396489095
121540,2,5,7,14,0,3806,6486,722,658,880,4955,2772,361,0.1897,1,8.244596756382498,8.777555453213056,7.927685045615778,8.508354242749032,6.583409222158765,11.708006933399451,1,0,0,4.584967478670572
120050,3,5,5,9,1,3776,6736,577,529,719,4846,2614,371,0.152807,0,8.236685322712457,8.81537000096066,7.869019376499023,8.486115235845377,6.359573868672378,11.695671931477264,1,0,0,4.812184355372417
120050,3,5,4,12,0,39040,55633,1684,1183,2123,32021,19712,1101,0.043135,0,10.572367654953075,10.926549804133506,9.889033595565978,10.374178445562,7.429520842786462,11.695671931477264,1,0,0,6.539585955617669
120050,3,5,4,4,1,4032,7278,684,607,848,4935,2644,432,0.169643,0,8.302265794873367,8.892748769118258,7.8804263442924,8.504310565585223,6.529418838262226,11.695671931477264,1,0,0,5.198497031265826
120050,3,5,3,12,0,21248,34095,1049,918,1438,11280,6664,536,0.049369,0,9.964065114421732,10.436935354338399,8.804625232612809,9.33087517360492,6.956545443151569,11.695671931477264,1,0,0,5.529429087511423
119198,3,5,3,5,0,4344,8025,692,626,872,4911,2528,367,0.1593,0,8.376781037699493,8.990441550826862,7.835579246669965,8.499436469826978,6.541029999189903,11.688549644316451,1,0,0,4.90527477843843
119198,3,5,2,12,0,2718,4698,566,528,663,3601,1992,306,0.208241,0,7.908019444632471,8.455104999102815,7.597396320212795,8.189244525735901,6.340359303727752,11.688549644316451,1,0,0,4.110873864173311
119198,3,5,2,1,0,3024,5630,596,560,721,4114,2098,341,0.19709,0,8.014666370464942,8.636042325254618,7.649216319820633,8.32239411311117,6.391917113392602,11.688549644316451,1,0,0,4.442651256490317
119198,2,5,1,2,0,10152,17099,1636,1599,2755,15382,8980,1613,0.161151,0,9.225524507301223,9.746833742490752,9.10286651367095,9.64101828255575,7.400620577371135,11.688549644316451,0,1,0,4.219507705176107
119198,2,5,7,2,0,4708,8090,678,594,889,4664,2690,390,0.14401,1,8.457230850243555,8.99850761180784,7.897668150726906,8.447843113281444,6.520621127558696,11.688549644316451,1,0,0,5.198497031265826
119198,3,5,6,14,0,2772,4642,526,479,604,3353,1943,305,0.189755,1,7.927685045615778,8.443115988019922,7.572502985020384,8.117908942383155,6.267200548541362,11.688549644316451,1,0,0,4.430816798843313
119198,3,5,6,6,0,2812,4954,536,485,672,3382,1853,323,0.190612,1,7.9420068084898565,8.508152446764088,7.5251007461258,8.12651816878071,6.285998094508865,11.688549644316451,1,0,0,4.605170185988092
119198,3,5,5,10,1,6460,11373,823,706,1197,6279,3612,505,0.127399,0,8.773539383558166,9.339085327866744,8.19229373114764,8.745125259462244,6.714170529909472,11.688549644316451,1,0,0,5.749392985908253
117764,1,5,4,10,0,18056,32576,1062,875,1389,26514,14728,701,0.058817,0,9.801288700215881,10.39136179688501,9.597573618489543,10.18546588957123,6.968850378341948,11.676446392300466,1,0,0,5.968707559985366
117764,3,5,4,4,0,5016,8745,679,569,966,5904,3322,488,0.135367,0,8.520587424484253,9.076351731972865,8.108623268354595,8.683554728631462,6.522092798170152,11.676446392300466,1,0,0,5.541263545158426
117764,3,5,3,11,0,3528,6181,470,415,583,4249,2352,322,0.13322,0,8.16876982367527,8.729397122692061,7.763446388727362,8.354674261918463,6.154858094016418,11.676446392300466,1,0,0,4.74493212836325
117764,2,5,2,11,0,6444,11509,734,625,1157,7910,4136,512,0.113904,0,8.771059915373288,9.350971501715929,8.327726166461412,8.976009475021396,6.5998704992128365,11.676446392300466,1,0,0,5.4510384535657
117764,3,5,1,13,1,4458,7753,491,432,676,5493,3106,340,0.110139,0,8.402679804627477,8.955964118230874,8.041412909393047,8.611411866655219,6.198478716492308,11.676446392300466,1,0,0,4.919980925828125
117764,1,5,1,2,0,12540,19301,344,322,396,16914,11008,289,0.027432,0,9.43675855582405,9.867963996467081,9.306468399070404,9.735956081214809,5.84354441703136,11.676446392300466,0,0,0,4.1588830833596715
117764,3,5,7,13,1,4362,7378,604,509,767,5681,3216,469,0.138469,1,8.38091517312361,8.906393407058367,8.076204527239026,8.645058562414134,6.405228458030842,11.676446392300466,1,0,0,5.19295685089021
117764,3,5,7,2,0,38960,65149,2298,1702,3000,57722,34368,1978,0.058984,1,10.5703164247782,11.084447582552992,10.444910274279497,10.963410986589126,7.740229524763182,11.676446392300466,1,0,0,6.855408798609928
117764,3,5,6,13,0,3144,5067,392,356,507,3586,2148,271,0.124682,1,8.05356916913454,8.53070154144103,7.67275789664251,8.185071477532283,5.973809611869261,11.676446392300466,1,0,0,4.290459441148391
117764,3,5,6,8,1,4336,7705,574,484,847,5156,2752,403,0.13238,1,8.374938143835367,8.949754525186103,7.920446505142607,8.548110294050959,6.354370040797351,11.676446392300466,1,0,0,5.25227342804663
117764,3,5,5,13,0,81856,124753,3000,1637,2718,52477,27392,1756,0.03665,0,11.312729101439343,11.73409907722798,10.21804278528445,10.868149313135678,8.006700845440367,11.676446392300466,1,0,0,7.499423290592229
116435,2,5,5,9,0,5728,10164,676,587,1049,6890,3714,475,0.118017,0,8.653296274408579,9.226705726062447,8.220133957151859,8.837971491357209,6.517671272912275,11.6650970448133,1,0,0,5.25227342804663
116435,3,5,4,13,1,5490,9518,647,555,847,6549,3716,476,0.117851,0,8.610865667278873,9.161045080251306,8.220672170297252,8.787220328629298,6.473890696352274,11.6650970448133,1,0,0,5.318119993844216
116435,1,5,4,3,1,23832,42313,1701,1570,2838,37816,21352,1578,0.071375,0,10.078826453902199,10.652873279543263,9.968947524007914,10.540514015956738,7.43955930913332,11.6650970448133,0,1,0,5.545177444479562
116435,3,5,3,7,0,18552,25542,1005,676,1021,15973,10584,676,0.054172,0,9.828386780026877,10.14811858549176,9.267193183568965,9.678717679477334,6.913737350659685,11.6650970448133,1,0,0,6.063785208687608
116435,2,5,2,14,0,4132,7165,552,495,713,4908,2754,398,0.133591,0,8.326758814511733,8.8771028978649,7.9211727215870145,8.498825534058053,6.315358001522335,11.6650970448133,1,0,0,4.77912349311153
116435,1,5,2,8,0,4910,9209,625,561,869,5768,2812,411,0.127291,0,8.499232866039245,9.128045129249353,7.9420068084898565,8.660254034256889,6.439350371100098,11.6650970448133,1,0,0,5.241747015059643
116435,3,5,1,13,0,4202,7633,562,481,730,6173,3298,428,0.133746,0,8.343553835005117,8.940367233305174,8.101374671228582,8.728102205062104,6.333279628139691,11.6650970448133,1,0,0,5.123963979403259
116091,2,5,1,3,0,5976,10441,689,544,833,7055,4046,487,0.115295,0,8.695674048824253,9.253591413970497,8.305731144875866,8.861633597686627,6.536691597591305,11.66213825919643,1,0,0,5.736572297479192
116091,2,5,7,14,0,5206,8962,565,492,878,6461,3708,414,0.108529,1,8.557759153162898,9.100860271357362,8.21851757748959,8.773694146384443,6.338594078203183,11.66213825919643,1,0,0,5.1647859739235145
116091,3,5,7,2,0,6984,12066,780,631,1116,8188,4776,570,0.111684,1,8.851520271691061,9.3982297330736,8.471568013389962,9.010547069270189,6.660575149839686,11.66213825919643,1,0,0,5.817111159963204
116091,1,5,6,9,0,6000,10300,577,539,886,7886,4454,429,0.096167,1,8.699681400989514,9.239996256883693,8.40178233990491,8.97297111339799,6.359573868672378,11.66213825919643,1,0,0,4.605170185988092
116091,3,5,6,3,0,3332,5797,463,406,552,4347,2330,341,0.138956,1,8.11162807830774,8.6652683094816,7.754052639035757,8.3774712482411,6.139884552226255,11.66213825919643,1,0,0,4.663439094112067
116091,2,5,5,7,0,9232,16811,908,861,1967,12996,7200,843,0.098354,0,9.130539301772627,9.729848196125007,8.881975184248867,9.47247384058159,6.812345094177479,11.66213825919643,0,1,0,5.117993812416755
115893,3,4,4,15,1,5212,9035,736,642,1005,6258,3608,597,0.141213,0,8.558910784768106,9.108971877587894,8.19118600464279,8.7417757069247,6.602587892189336,11.660431259221616,1,0,0,5.351858133476067
115893,1,4,3,13,0,24264,51899,1599,1485,3153,48466,21928,1392,0.0659,0,10.096790261839317,10.85707406915398,9.995565240737037,10.788638432968888,7.3777589082278725,11.660431259221616,1,0,0,5.4680601411351315
115368,3,4,3,8,0,4280,7594,624,555,771,4632,2530,497,0.145794,0,8.361941906144946,8.935245415029874,7.836369760545124,8.440959885416648,6.437751649736401,11.655890966119186,1,0,0,5.062595033026967
115368,3,4,2,13,0,6692,11859,905,742,1165,8391,4692,737,0.135236,0,8.808817483100642,9.380926672551716,8.453827315794417,9.035034150076132,6.80903930604298,11.655890966119186,1,0,0,5.87493073085203
115368,3,4,2,2,1,5594,9586,739,670,1048,5732,3256,555,0.132106,0,8.629628620746026,9.168163293076997,8.088561805276234,8.653994232908383,6.606650186198215,11.655890966119186,1,0,0,5.247024072160486
115368,1,4,1,2,0,11336,15350,583,547,724,13876,10160,484,0.051429,0,9.335826992017598,9.638935897473202,9.22631214148588,9.53798807237101,6.369900982828227,11.655890966119186,1,0,0,4.007333185232471
113028,2,4,7,3,1,5582,9903,708,620,923,6315,3422,557,0.126836,1,8.62748154531036,9.200693994924377,8.138272638530186,8.750841375375533,6.5638555265321274,11.635399701936935,1,0,0,5.303304908059076
113028,1,4,6,14,0,28352,55202,1476,1242,1990,47899,24512,1185,0.05206,1,10.252488123663166,10.918772578614485,10.106958868052818,10.776870783399007,7.29776828253138,11.635399701936935,1,0,0,6.270988431858299
113028,2,4,6,3,1,17912,34774,2750,2567,6591,21009,11408,2256,0.153528,1,9.793281985215103,10.456654016791644,9.34215779659637,9.952753793839046,7.919719760924575,11.635399701936935,0,1,0,6.376726947898627
113028,1,4,5,7,1,35360,45260,339,325,477,9105,5472,156,0.009587,0,10.473364796894678,10.720201013508184,8.607582191143917,9.116688815894728,5.8289456176102075,11.635399701936935,0,0,0,4.04305126783455
113028,1,4,5,5,0,9084,15194,962,916,1897,11853,7024,758,0.1059,0,9.114379980830272,9.628721705350893,8.857230494201946,9.380420642347783,6.870053411798126,11.635399701936935,1,0,0,4.804021044733257
113028,1,4,4,12,1,6880,11736,671,639,889,9389,5232,556,0.097529,0,8.83651926920248,9.370501524100124,8.562740006372207,9.147400572202308,6.51025834052315,11.635399701936935,1,0,0,4.330733340286331
111620,3,4,4,7,1,12824,18929,830,623,864,15678,10968,705,0.064722,0,9.45915167003897,9.848503244203368,9.302828391411333,9.66007751636045,6.7226297948554485,11.62286448327022,1,0,0,5.75890177387728
111620,3,4,3,7,0,6596,9835,564,526,678,8242,5352,456,0.085506,0,8.794370279222871,9.193804403336083,8.585412430393381,9.017119634313227,6.336825731146441,11.62286448327022,1,0,0,4.382026634673881
111620,3,4,2,13,1,7492,12414,838,713,1274,8452,5024,670,0.111853,0,8.92172453036431,9.426660697942268,8.522180732927277,9.042276686928927,6.732210706467206,11.62286448327022,1,0,0,5.69035945432406
111620,1,4,2,6,1,44288,60918,1215,1105,1746,22130,14224,814,0.027434,0,10.698491618202198,11.017300391903918,9.562756258994531,10.004734619552412,7.103322062526113,11.62286448327022,1,0,0,5.111987788356544
111620,3,4,1,14,1,105632,147918,3984,2254,3391,48575,27328,1936,0.037716,0,11.567726101436344,11.904420105627121,10.215703688424663,10.790884860755302,8.290292591224315,11.62286448327022,1,0,0,7.686162303492906
111620,1,4,7,14,0,128064,251269,1539,1408,2506,84046,32384,985,0.012017,1,11.76029322650862,12.434283337177401,10.385450631617017,11.339131445159893,7.3395376954076745,11.62286448327022,1,0,0,5.3612921657094255
109670,3,4,6,20,0,5994,9970,964,838,1254,6896,3998,683,0.160827,1,8.698681067461614,9.207436158828793,8.293799608846818,8.83884181343129,6.872128101338986,11.605240253976566,1,0,0,5.638354669333745
109670,1,4,6,13,0,6172,10417,718,684,906,7692,4234,508,0.116332,1,8.727940222393896,9.251290358305138,8.351138607086154,8.948066103458935,6.577861357721047,11.605240253976566,1,0,0,4.477336814478207
109670,3,4,6,3,0,4986,8198,662,614,788,5685,3230,469,0.132772,1,8.514589805546123,9.011767474596178,8.080546965824498,8.645762292210945,6.4967749901858625,11.605240253976566,1,0,0,4.812184355372417
109670,1,4,5,13,0,6668,10701,669,642,943,7956,4696,492,0.10033,0,8.805225202632306,9.27818591887125,8.454679286026995,8.981807323377534,6.507277712385012,11.605240253976566,1,0,0,4.248495242049359
109670,3,4,5,7,1,5298,8875,657,575,874,5640,3206,471,0.124009,0,8.575273402492762,9.091106284052485,8.073091199693154,8.637816633739977,6.489204931325317,11.605240253976566,1,0,0,5.214935757608986
109670,1,4,4,3,0,35008,45508,621,597,768,8149,4864,389,0.017739,0,10.463360450273136,10.72566538757657,8.489821994620105,9.005773206234908,6.432940092739179,11.605240253976566,1,0,0,4.04305126783455
109670,1,4,3,13,1,5402,8891,700,633,1078,6733,3992,514,0.129582,0,8.594709633844065,9.092907275084087,8.292298107063221,8.814924599721019,6.55250788703459,11.605240253976566,1,0,0,4.844187086458591
109670,1,4,3,8,0,9880,12695,524,497,658,7072,4732,382,0.053036,0,9.198369000194964,9.449042262206245,8.462314529906248,8.86403999703599,6.263398262591624,11.605240253976566,1,0,0,3.713572066704308
109670,1,4,2,13,0,3334,5953,584,565,842,4954,2604,440,0.175165,0,8.112227958349724,8.691818541575723,7.865187954187467,8.508152446764088,6.371611847231857,11.605240253976566,1,0,0,3.8066624897703196
109670,3,4,2,2,1,3130,5313,522,495,616,3821,2112,385,0.166773,0,8.049107721326406,8.57810012631976,7.655864017616056,8.248529124800218,6.259581464064923,11.605240253976566,1,0,0,4.143134726391533
109670,2,4,1,13,1,32208,55696,1933,1367,2123,43980,24720,1568,0.060016,0,10.380001195584374,10.927681564500782,10.115408363827857,10.69151300145826,7.56734567601324,11.605240253976566,1,0,0,6.782192056006791
109670,1,4,1,2,0,20920,26026,705,642,913,13546,9768,538,0.0337,0,9.948508718183648,10.1668897397139,9.186969385652942,9.513920399580737,6.559615237493242,11.605240253976566,1,0,0,4.7535901911063645
109670,3,4,7,14,0,3884,6406,518,483,597,4747,2686,392,0.133368,1,8.264878262801748,8.765146421639022,7.8961806086154915,8.465478755729558,6.251903883165888,11.605240253976566,1,0,0,4.276666119016055
107907,3,4,7,13,0,4240,7057,601,542,730,5026,2868,461,0.141745,1,8.352554369474591,8.861917004235215,7.9617188159813645,8.522578663692576,6.400257445308821,11.589034291222536,1,0,0,4.9344739331306915
107907,1,4,6,9,0,3544,6156,509,482,701,5011,2746,387,0.143623,1,8.173293438966228,8.72534492491121,7.918264686095274,8.51959031601596,6.234410725718371,11.589034291222536,1,0,0,4.07753744390572
107907,3,4,6,3,1,3286,6276,504,458,633,4010,2162,376,0.153378,1,8.097730573664219,8.744647438317532,7.679251425953058,8.296795865770052,6.22455842927536,11.589034291222536,1,0,0,4.7535901911063645
107907,1,4,5,9,0,71360,110172,1784,1732,3383,47977,25888,1103,0.025,0,11.175506780608618,11.609807136606914,10.161573447047902,10.778497851489867,7.487173694213739,11.589034291222536,1,0,0,4.584967478670572
107907,3,4,5,3,0,3824,6333,666,627,822,4447,2604,462,0.174163,0,8.249313746260636,8.753687227098585,7.865187954187467,8.400209835930418,6.502790045915623,11.589034291222536,1,0,0,4.51085950651685
